Dept,Course,Term,Year,Last Name,INS1,INS2,INS3,INS4,INS5,INS6,UTSC1,UTSC2,UTSC3,Number Invited,Number of Responses,Course Code
ACMSC,Introduction to Journalism II JOUA02H3SLEC01,Winter,2023,Reid,38,39,43,39,4,37,37,28,39,101,29,
ACMSC,Senior Seminar in Journalism JOUD10H3SLEC01,Winter,2023,Roderique,36,32,38,34,36,32,36,38,3,19,5,
ACMSC,Concert Band IIIb MUZA60A61B60B61C60C61H3SLEC30,Winter,2023,Hasznos,43,42,46,42,45,42,38,25,45,45,13,
ACMSC,String Orchestra IIIb MUZA64A65B64B65C64C65H3SLEC30,Winter,2023,Leong,46,48,5,46,46,49,44,28,46,24,9,
ACMSC,Small Ensembles IIIb MUZA66A67B66B67C66C67H3SLEC30,Winter,2023,Berry,5,48,5,45,5,48,48,35,5,25,6,
ACMSC,Small Ensembles IIIb MUZA66A67B66B67C66C67H3SLEC31,Winter,2023,Leong,43,43,49,44,47,46,43,28,48,22,9,
ACMSC,Foundations in Musicianship MUZA80H3SLEC01,Winter,2023,Leong,34,38,36,4,42,34,34,24,44,23,5,
ACMSC,Foundations in Musicianship MUZA80H3SLEC02,Winter,2023,Gray,44,48,5,47,47,49,42,28,49,23,9,
ACMSC,Intro to Community Music MUZB01H3SLEC01,Winter,2023,Gray,37,36,45,36,39,32,35,35,3,36,11,
ACMSC,DJ Culture Analogue  Digital MUZB41H3SLEC01,Winter,2023,Campbell,38,46,38,38,4,3,38,38,26,14,5,
ACMSC,Developing Musicianship MUZB80H3SLEC01,Winter,2023,Suzuki,43,4,42,4,38,42,4,28,35,31,6,
ACMSC,Critical Issues in Music  Soc MUZC23H3SLEC01,Winter,2023,Stanbridge,45,42,44,32,32,38,42,32,38,11,5,
ACMSC,Music and Culture Snr Project MUZD80H3SLEC01,Winter,2023,Campbell,44,42,38,42,44,36,42,32,36,17,5,
ACMSC,History of Media MDSA02H3SLEC01,Winter,2023,Rault,4,4,41,41,41,36,37,32,36,350,45,
ACMSC,Human Animal Machine MDSB01H3SLEC01,Winter,2023,Moir,46,48,49,48,48,45,46,3,46,106,11,
ACMSC,Technology Culture  Society MDSB10H3SLEC01,Winter,2023,Rault,41,45,46,43,45,43,45,25,44,106,8,
ACMSC,Soc Med Ptfrm Poli  Digi Cult MDSB15H3SLEC30,Winter,2023,Do Nascimento Grohmann,37,4,4,4,42,39,41,35,38,134,10,
ACMSC,Visual Culture  Communication MDSB62H3SLEC30,Winter,2023,Moir,4,42,45,45,45,43,43,32,43,68,6,
ACMSC,Media Identities and Politics MDSC02H3SLEC01,Winter,2023,Moir,44,43,46,44,44,42,41,33,46,48,9,
ACMSC,Media and Technology MDSC64H3SLEC30,Winter,2023,Do Nascimento Grohmann,44,46,47,47,47,41,49,33,46,52,7,
ACMSC,Selfies and the Selfie Culture MDSC66H3SLEC01,Winter,2023,Visan,33,32,27,32,33,3,29,34,28,59,11,
ACMSC,Diasporic Media MDSCJOUC60H3SLEC01,Winter,2023,Amani,38,4,38,41,41,36,39,32,35,38,23,
ACMSC,Media Ethics MDSCJOUC63H3SLEC01,Winter,2023,Roderique,4,38,4,39,35,36,34,36,35,40,8,
ACMSC,Topics in Media and Arts MDSD01H3SLEC01,Winter,2023,Cudjoe,44,46,5,44,46,44,42,3,46,21,5,
ACMSC,Topics in Media and Society MDSD02H3SLEC01,Winter,2023,MacKinnon,45,46,46,44,46,45,46,3,46,21,8,
ACMSC,Introduction to Performance THRA11H3SLEC01,Winter,2023,Mealey,45,45,48,42,42,45,43,28,45,36,13,
ACMSC,Theatre in Canada THRB22H3SLEC01,Winter,2023,Freeman,44,44,46,44,44,44,41,34,44,49,14,
ACMSC,Theatrical Design THRC30H3SLEC30,Winter,2023,Chau,45,45,46,48,48,43,45,26,45,31,13,
ACMSC,Advanced Seminar in TP THRD60H3SLEC01,Winter,2023,Freeman,46,47,5,44,46,44,44,41,39,21,7,
ACMSC,Develop Audience Res  Comm VPAA12H3SLEC01,Winter,2023,Sicondolfo,33,34,32,36,35,3,32,33,29,172,24,
ACMSC,Develop Audience Res  Comm VPAA12H3SLEC02,Winter,2023,Sicondolfo,33,35,37,38,42,38,38,33,38,63,6,
ACMSC,Equity  Incl in Arts  Media VPAB10H3SLEC01,Winter,2023,MaloneyLebensold,38,4,43,37,39,35,35,3,36,68,10,
ACMSC,From Principles to Practices VPAB17H3SLEC01,Winter,2023,Sicondolfo,38,39,41,39,41,35,39,31,38,56,14,
ACMSC,Becoming a Producer VPAB18H3SLEC01,Winter,2023,Mian,42,43,43,46,46,42,42,32,42,79,18,
ACMSC,Cultural Policy VPAC15H3SLEC01,Winter,2023,Luka,33,33,36,35,35,26,29,39,24,69,20,
ACMSC,Raising Funds Arts  Media VPAC18H3SLEC01,Winter,2023,Gorica,43,43,45,43,44,44,44,27,44,62,12,
ACMSC,Good Better Best Case Study VPAD10H3SLEC01,Winter,2023,Luka,39,37,41,39,39,38,35,34,35,49,15,
ACMSC,Ten Key Words in Art History VPHB39H3SLEC01,Winter,2023,Webster,45,44,46,42,44,44,44,33,45,50,14,
ACMSC,Current Art Practices VPHB59H3SLEC01,Winter,2023,Irving,36,36,4,4,44,4,4,28,36,37,5,
ACMSC,Art Writing VPHC54H3SLEC01,Winter,2023,Webster,45,46,48,48,48,45,46,35,44,22,8,
ACMSC,Explorations in Early Mod Art VPHC63H3SLEC01,Winter,2023,Webster,45,47,48,45,45,43,43,3,43,17,6,
ACMSC,Contemporary Art in China VPHC74H3SLEC01,Winter,2023,Gu,38,39,43,4,42,38,39,33,39,35,9,
ACMSC,Foundation Studies in Studio VPSA62H3SLEC02,Winter,2023,Kwan,41,41,45,43,43,39,41,3,41,18,8,
ACMSC,But Why Is It Art VPSA63H3SLEC01,Winter,2023,Brown,41,44,46,42,44,41,42,28,41,84,18,
ACMSC,Digital Studio I VPSB56H3SLEC02,Winter,2023,Lee,44,44,43,46,41,4,44,39,43,21,7,
ACMSC,Video I VPSB58H3SLEC01,Winter,2023,Onodera,43,48,46,48,46,46,46,4,41,15,8,
ACMSC,Sculpture I VPSB59H3SLEC01,Winter,2023,Hlady,3,31,31,37,37,33,33,39,31,17,7,
ACMSC,Drawing I VPSB70H3SLEC01,Winter,2023,Cruz,38,3,34,3,3,28,34,36,3,19,5,
ACMSC,Performance Art VPSB77H3SLEC01,Winter,2023,Pivato,49,48,5,49,49,49,49,3,49,27,8,
ACMSC,Digital Studio II VPSB80H3SLEC01,Winter,2023,Saneie,35,34,32,35,37,31,34,28,32,24,13,
ACMSC,Digital Animation I VPSB89H3SLEC01,Winter,2023,Tapper,38,38,34,4,44,34,36,38,38,20,5,
ACMSC,Studio Practice VPSC56H3SLEC01,Winter,2023,Pivato,48,48,5,49,48,46,46,34,5,22,8,
ACMSC,Theory  Pract 2dimensional VPSC66H3SLEC01,Winter,2023,Goreas,28,3,24,3,28,26,26,3,26,15,5,
ACMSC,Interdisciplin Photo Concepts VPSC77H3SLEC01,Winter,2023,Klie,44,46,5,49,47,49,47,29,49,16,7,
ACMSC,Adv SeminarInterdisc Practice VPSD57H3SLEC01,Winter,2023,Hlady,4,4,46,42,4,4,44,36,42,22,5,
ACMSC,Exhibiting Art CRTB02H3FLEC01,Fall,2022,Webster,32,4,36,34,32,32,3,4,3,21,5,
ACMSC,Journalism and News Literacy I JOUA01H3FLEC01,Fall,2022,Reid,42,45,46,41,42,41,41,27,43,164,63,
ACMSC,Fundamntls of Journal Writing JOUB39H3FLEC01,Fall,2022,Roderique,46,47,46,48,46,41,43,35,39,35,12,
ACMSC,Introduction to Media Studies MDSA01H3FLEC01,Fall,2022,Kleeb,33,35,35,34,36,32,32,28,35,699,113,
ACMSC,Advertising and Consumer Cult MDSB03H3FLEC01,Fall,2022,Cudjoe,39,45,38,41,44,4,42,33,41,160,22,
ACMSC,Visual Culture  Communication MDSB62H3FLEC01,Fall,2022,Moir,43,43,45,44,44,43,43,32,43,121,18,
ACMSC,Theories in Media Studies MDSC01H3FLEC01,Fall,2022,Cudjoe,45,42,42,47,47,42,45,32,47,48,6,
ACMSC,Media Identities and Politics MDSC02H3FLEC01,Fall,2022,Tran,43,44,46,47,47,41,43,3,44,56,7,
ACMSC,Chinese Media and Politics MDSC40H3FLEC01,Fall,2022,Bai,42,43,43,44,43,4,4,34,43,43,9,
ACMSC,Media  Pop Culture in E Asia MDSC41H3FLEC01,Fall,2022,Paquet,33,37,33,37,37,27,37,33,33,58,11,
ACMSC,Games and Play MDSC65H3FLEC01,Fall,2022,Shanmugapriya,39,43,41,42,45,39,44,28,38,39,11,
ACMSC,Concert Band IIIb MUZA60A61B60B61C60C61H3FLEC30,Fall,2022,Tucker,45,48,49,45,45,48,45,3,47,39,11,
ACMSC,Concert Choir IIIb MUZA62A63B62B63C62C63H3FLEC30,Fall,2022,Murray,44,43,48,43,45,45,43,27,48,63,26,
ACMSC,String Orchestra IIIb MUZA64A65B64B65C64C65H3FLEC30,Fall,2022,Leong,47,47,48,48,5,48,45,3,45,19,6,
ACMSC,Small Ensembles IIIb MUZA66A67B66B67C66C67H3FLEC30,Fall,2022,McArton,42,43,49,43,46,42,42,28,47,30,9,
ACMSC,Small Ensembles IIIb MUZA66A67B66B67C66C67H3FLEC31,Fall,2022,Alatiit,44,43,44,43,45,44,41,34,46,22,8,
ACMSC,Foundations in Musicianship MUZA80H3FLEC01,Fall,2022,Gray,38,39,4,38,4,36,36,24,38,25,8,
ACMSC,Foundations in Musicianship MUZA80H3FLEC03,Fall,2022,Risk,43,41,5,43,4,4,44,24,46,28,7,
ACMSC,Foundations in Musicianship MUZA80H3FLEC04,Fall,2022,Gray,4,4,5,4,42,46,42,28,48,24,5,
ACMSC,Explor Music Soc  Cult Contxt MUZB21H3FLEC01,Fall,2022,Stanbridge,49,5,5,4,49,49,5,3,44,13,7,
ACMSC,Music and Technology MUZB40H3FLEC01,Fall,2022,Adamovic,39,41,46,4,44,39,43,32,44,26,14,
ACMSC,The Independent MusicMaker MUZB81H3FLEC01,Fall,2022,Webb,46,46,46,44,46,42,5,28,48,18,5,
ACMSC,Musical Diasporas MUZC21H3FLEC01,Fall,2022,Herrera Veitia,42,48,42,38,46,4,38,34,36,9,5,
ACMSC,Jazz Roots and Routes MUZC22H3FLEC01,Fall,2022,Stanbridge,4,43,42,42,47,35,35,28,37,17,6,
ACMSC,Creative Audio Design Workshop MUZC42H3FLEC01,Fall,2022,Suzuki,38,38,4,42,42,38,4,32,4,12,5,
ACMSC,Theory  Practice of New Media NMEC01H3FLEC30,Fall,2022,Moir,46,46,48,46,47,45,44,31,46,48,16,
ACMSC,Introduction to Theatre THRA10H3FLEC01,Fall,2022,Leffler,42,43,46,4,42,41,42,29,43,72,48,
ACMSC,Roots and Traditions THRB20H3FLEC01,Fall,2022,Mealey,45,45,49,46,45,47,45,33,45,31,11,
ACMSC,Intrmdte Prfrm Devising Thr THRB31H3FLEC01,Fall,2022,Da Silva Melo,38,42,38,43,43,36,38,31,37,26,12,
ACMSC,Experiencing the Live Theatre THRB40H3FLEC30,Fall,2022,Da Silva Melo,41,41,4,43,42,38,43,28,43,28,9,
ACMSC,Stagecraft THRB50H3FLEC01,Fall,2022,Wright,44,47,48,46,47,47,44,28,46,35,12,
ACMSC,Invstgtions in Prfrmnc THRC16H3FLEC01,Fall,2022,Watkin,45,45,48,45,45,43,46,3,43,20,13,
ACMSC,Intro to Arts  Media Mgmt VPAA10H3FLEC01,Fall,2022,Luka,35,38,38,39,4,35,36,32,36,218,43,
ACMSC,Intro to Arts  Media Mgmt VPAA10H3FLEC02,Fall,2022,Luka,39,42,41,4,41,38,38,32,42,89,12,
ACMSC,Financial Mgt for Arts Manager VPAB13H3FLEC01,Fall,2022,Walker,34,38,38,37,37,33,33,31,33,88,19,
ACMSC,Contracts and Copyright VPAC16H3FLEC01,Fall,2022,Sicondolfo,43,46,46,48,47,45,44,37,41,51,13,
ACMSC,Ways of Seeing Intro Art Hist VPHA46H3FLEC01,Fall,2022,Gu,4,4,43,39,39,37,4,31,41,189,28,
ACMSC,Baroque Visions VPHB64H3FLEC01,Fall,2022,Webster,39,4,4,35,38,35,41,35,38,38,11,
ACMSC,Visualizing Asia VPHB73H3FLEC30,Fall,2022,Gu,4,44,48,44,46,4,4,34,42,32,5,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC01,Fall,2022,Kwan,4,4,42,36,4,38,4,32,34,21,5,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC03,Fall,2022,Osahor,41,45,5,44,45,46,45,26,46,21,8,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC04,Fall,2022,Koroshegyi,49,47,5,47,47,46,47,29,47,18,7,
ACMSC,But Why Is It Art VPSA63H3FLEC01,Fall,2022,Brown,41,44,45,43,44,38,39,27,41,111,19,
ACMSC,Digital Studio I VPSB56H3FLEC01,Fall,2022,Koroshegyi,42,38,44,38,4,32,44,26,42,20,5,
ACMSC,Curatorial Perspectives I VPSB73H3FLEC01,Fall,2022,Robayo Sheridan,36,36,38,32,36,32,3,22,38,18,5,
ACMSC,Drawing II VPSB74H3FLEC01,Fall,2022,Pivato,48,5,48,48,5,48,5,34,5,24,5,
ACMSC,Photo II VPSB75H3FLEC01,Fall,2022,Mazinani,47,46,5,47,46,47,48,32,49,13,10,
ACMSC,Digital Studio II VPSB80H3FLEC01,Fall,2022,Saneie,35,34,32,35,33,28,33,28,34,18,12,
ACMSC,Sound Art VPSB88H3FLEC01,Fall,2022,Moffat,39,39,45,4,41,38,41,33,38,21,12,
ACMSC,Studio Practice VPSC56H3FLEC01,Fall,2022,Onodera,4,4,4,42,42,38,4,4,38,16,5,
ACMSC,Theory  Pract 2dimensional VPSC66H3FLEC01,Fall,2022,Pivato,45,45,5,48,48,46,45,29,49,23,8,
ACMSC,Sculpture and the Everyday VPSC78H3FLEC01,Fall,2022,Howes,45,47,49,48,48,48,47,29,48,18,11,
ACMSC,Digital Publishing VPSC80H3FLEC01,Fall,2022,Abdallah,44,46,46,47,49,44,44,32,46,19,9,
ACMSC,Experiential Learning for ACM ACMD98H3FLEC01,Summer,2022,Leffler,5,49,5,48,49,5,5,38,5,11,8,
ACMSC,Mapping New Media MDSB61H3YLEC01,Summer,2022,Visan,33,34,38,36,37,34,36,31,33,80,9,
ACMSC,Theories in Media Studies MDSC01H3YLEC01,Summer,2022,Visan,45,46,48,44,45,44,46,31,44,73,8,
ACMSC,Media Identities and Politics MDSC02H3YLEC01,Summer,2022,Moorhouse,39,41,39,41,39,36,39,3,37,61,14,
ACMSC,Topics in Media and Arts MDSD01H3YLEC01,Summer,2022,Intson,47,48,5,5,49,49,48,3,46,20,9,
ACMSC,Ethiopia Seeing History VPHC52H3FLEC01,Summer,2022,Gervers,44,38,38,36,36,36,38,3,38,6,5,
ACMSC,Digital Studio I VPSB56H3YLEC01,Summer,2022,Lee,38,47,48,47,45,42,45,32,48,23,6,
ACMSC,Photo I VPSB67H3YLEC01,Summer,2022,Klie,45,47,49,46,46,48,45,29,48,21,8,
ACMSC,Drawing I VPSB70H3YLEC01,Summer,2022,Pivato,47,43,48,42,45,43,48,3,47,20,6,
ACMSC,Theory and Practice New Media VPSC70H3YLEC01,Summer,2022,Prior,45,45,49,45,45,43,43,31,43,17,8,
ACMSC,The Documentary Image VPSC76H3YLEC01,Summer,2022,Godden,48,46,5,46,46,44,38,3,48,15,5,
ACMSC,Critical Read Think  Write ACMB01H3SLEC01,Winter,2022,Perley,35,36,42,39,38,36,33,37,33,75,15,
ACMSC,Critical Read Think  Write ACMB01H3SLEC02,Winter,2022,Kleeb,38,4,42,4,43,36,38,36,37,73,10,
ACMSC,Critical Read Think  Write ACMB01H3SLEC03,Winter,2022,Perley,35,38,41,36,38,37,38,36,36,77,17,
ACMSC,Inquiry  Investigatn for ACM ACMB02H3SLEC01,Winter,2022,Irwin,39,41,42,44,42,4,38,35,37,151,22,
ACMSC,Equity  Diversity in Arts Org ACMB10H3SLEC01,Winter,2022,Moorhouse,39,41,4,41,4,39,39,3,37,38,15,
ACMSC,Foundations in Musicianship MUZA80H3YLEC01,Summer,2022,Gray,38,41,5,45,48,49,43,23,49,36,8,
ACMSC,Introduction to Journalism II JOUA02H3SLEC01,Winter,2022,Reid,41,45,44,42,42,39,39,32,39,69,14,
ACMSC,Critical Journalism JOUB02H3SLEC01,Winter,2022,Visan,37,42,43,37,41,37,37,27,42,33,11,
ACMSC,JOU Info Sharing  Tech Chng JOUC31H3SLEC01,Winter,2022,Burchell,45,47,48,45,47,47,47,27,47,13,6,
ACMSC,History of Media MDSA02H3SLEC01,Winter,2022,Rault,42,43,44,43,43,4,42,3,41,345,51,
ACMSC,Human Animal Machine MDSB01H3SLEC01,Winter,2022,Cowan,42,44,42,43,45,38,45,32,43,79,12,
ACMSC,Media and Globalization MDSB05H3SLEC01,Winter,2022,Ly,4,42,47,43,45,41,42,26,43,148,20,
ACMSC,Technology Culture  Society MDSB10H3SLEC01,Winter,2022,Rault,35,4,45,45,44,4,39,28,4,66,8,
ACMSC,Soc Med Ptfrm Poli  Digi Cult MDSB15H3SLEC01,Winter,2022,Nieborg,42,42,46,46,46,43,45,29,46,65,11,
ACMSC,Sound and Visual Media MDSB63H3SLEC01,Winter,2022,Kaye,39,38,41,37,38,37,38,3,38,113,17,
ACMSC,Alternative Media MDSC61H3SLEC01,Winter,2022,Kaye,39,4,41,41,4,37,38,34,38,59,10,
ACMSC,Media Journal  Digital Labour MDSC62H3SLEC01,Winter,2022,Cowan,42,38,42,43,43,37,38,37,4,59,6,
ACMSC,Games and Play MDSC65H3SLEC01,Winter,2022,Nieborg,42,44,43,43,44,44,37,32,43,59,10,
ACMSC,Concert Band Ia MUZA60/A61/B60/B61/C60/C61SLEC30,Winter,2022,Tucker,44,43,48,48,47,48,4,3,47,26,10,
ACMSC,Concert Choir Ia MUZA62/A63/B62/B63/C62/C63SLEC30,Winter,2022,Murray,46,45,48,45,45,46,46,26,47,37,13,
ACMSC,Small Ensembles IIa MUZA66/A67/B66/B67/C66/C67SLEC30,Winter,2022,McArton,43,43,5,47,49,48,44,32,5,24,9,
ACMSC,Small Ensembles IIa MUZA66/A67/B66/B67/C66/C67SLEC31,Winter,2022,Alatiit,37,38,42,4,42,38,42,3,47,17,6,
ACMSC,Foundations in Musicianship MUZA80H3SLEC01,Winter,2022,McArton,42,43,47,45,47,46,41,28,42,30,12,
ACMSC,Foundations in Musicianship MUZA80H3SLEC04,Winter,2022,McArton,5,49,5,49,5,5,5,27,5,23,7,
ACMSC,Intro to Community Music MUZB01H3SLEC01,Winter,2022,Gray,43,39,4,34,37,33,41,34,33,24,8,
ACMSC,Music in Contemporary World MUZB20H3SLEC01,Winter,2022,Risk,39,42,42,39,4,36,36,35,34,33,13,
ACMSC,Developing Musicianship MUZB80H3SLEC01,Winter,2022,Suzuki,32,35,38,37,45,32,34,31,34,30,11,
ACMSC,The Independent MusicMaker MUZB81H3SLEC01,Winter,2022,McIntire,36,39,41,37,39,37,37,29,37,15,9,
ACMSC,Music Health and Wellness MUZC02H3SLEC01,Winter,2022,Mantie,33,37,42,38,38,37,37,34,38,26,12,
ACMSC,Critical Issues in Music  Soc MUZC23H3SLEC01,Winter,2022,Stanbridge,45,43,42,38,38,42,37,33,38,16,6,
ACMSC,Music and Culture Snr Project MUZD80H3SLEC01,Winter,2022,Mantie,4,44,47,44,44,43,41,31,43,19,7,
ACMSC,Introduction to Performance THRA11H3SLEC01,Winter,2022,Mealey,48,49,5,46,47,49,47,27,49,37,22,
ACMSC,Intrcltrl and Glbl Theatre THRB21H3SLEC01,Winter,2022,Jones,41,43,48,42,43,42,41,31,42,29,14,
ACMSC,Intrmdte Prfrm Scene Study THRB30H3SLEC01,Winter,2022,Da Silva Melo,4,42,39,42,42,38,39,31,4,19,10,
ACMSC,Theatrical Design THRC30H3SLEC01,Winter,2022,Chau,47,47,49,48,49,48,47,32,49,15,10,
ACMSC,Performance and Activism THRC40H3SLEC01,Winter,2022,Da Silva Melo,41,44,43,4,43,39,41,31,43,24,17,
ACMSC,Develop Audience Res  Comm VPAA12H3SLEC01,Winter,2022,Helwig,36,39,37,37,37,35,37,35,34,164,32,
ACMSC,Financial Mgt for Arts Manager VPAB13H3SLEC01,Winter,2022,Walker,31,34,32,32,33,26,25,32,26,69,16,
ACMSC,Becoming a Producer VPAB18H3SLEC01,Winter,2022,Hussain,27,3,25,3,32,24,25,38,24,56,25,
ACMSC,Special Topics in Arts Mgt II VPAC22H3SLEC01,Winter,2022,Cornell,45,44,46,44,44,43,43,3,43,37,18,
ACMSC,Senior SemArts  Media Mgmt VPAD12H3SLEC01,Winter,2022,Helwig,44,47,43,44,46,42,43,4,43,26,10,
ACMSC,14th16th Century Art in Italy VPHB63H3SLEC01,Winter,2022,Webster,44,43,49,46,44,4,43,27,43,31,7,
ACMSC,Modern Asian Art VPHB77H3SLEC01,Winter,2022,Gu,33,3,45,33,35,35,33,33,33,27,5,
ACMSC,Art the Museum  the Gallery VPHC72H3SLEC01,Winter,2022,Webster,49,48,5,48,46,46,5,3,49,27,8,
ACMSC,Foundation Studies in Studio VPSA62H3SLEC01,Winter,2022,Kwan,36,36,4,37,41,37,36,29,31,19,7,
ACMSC,But Why Is It Art VPSA63H3SLEC01,Winter,2022,Brown,46,43,46,43,41,44,42,33,43,67,15,
ACMSC,Digital Studio I VPSB56H3SLEC02,Winter,2022,Koroshegyi,4,46,44,48,46,4,44,32,44,21,5,
ACMSC,Video I VPSB58H3SLEC01,Winter,2022,Onodera,45,47,47,47,47,43,45,4,35,9,6,
ACMSC,Drawing I VPSB70H3SLEC01,Winter,2022,Hu,42,41,46,43,44,46,43,36,43,20,9,
ACMSC,Drawing I VPSB70H3SLEC02,Winter,2022,Petitti,47,47,5,49,5,49,48,34,47,20,9,
ACMSC,Artist Multiples VPSB71H3SLEC01,Winter,2022,Abdallah,44,4,46,42,43,46,46,31,46,16,7,
ACMSC,Performance Art VPSB77H3SLEC01,Winter,2022,Karuhanga,46,44,46,42,48,46,46,28,46,15,5,
ACMSC,Digital Studio II VPSB80H3SLEC01,Winter,2022,Saneie,43,41,44,45,41,4,43,3,43,19,8,
ACMSC,Theory  Pract 2dimensional VPSC66H3SLEC01,Winter,2022,Mazinani,46,42,42,46,46,4,44,34,42,18,5,
ACMSC,Theory  PractTimeBased Work VPSC68H3SLEC01,Winter,2022,Onodera,42,45,45,47,45,42,45,37,35,17,6,
ACMSC,Theory and Practice New Media VPSC70H3SLEC01,Winter,2022,Koroshegyi,42,4,48,45,45,43,43,35,42,18,6,
ACMSC,Performing with Cameras VPSC71H3SLEC01,Winter,2022,Saneie,37,4,42,42,41,4,4,32,42,16,9,
ACMSC,Interdisciplin Photo Concepts VPSC77H3SLEC01,Winter,2022,Mazinani,43,44,46,46,47,44,44,31,44,15,8,
ACMSC,Advanced Special TopicsStudio VPSD55H3SLEC01,Winter,2022,Kwan,34,31,28,3,32,25,33,42,24,22,10,
ACMSC,Advanced Studio Practice VPSD56H3SLEC01,Winter,2022,Abdallah,42,43,46,42,41,42,43,33,42,20,10,
ACMSC,Critical Read Think  Write ACMB01H3FLEC04,Fall,2021,Kleeb,357,357,414,35,343,329,336,414,307,77,14,
ACMSC,Equity  Diversity in Arts Org ACMB10H3FLEC01,Fall,2021,Lim,481,475,494,481,488,469,45,313,463,40,17,
ACMSC,Journalism and News Literacy I JOUA01H3FLEC01,Fall,2021,Reid,424,438,458,412,428,414,4,29,426,146,53,
ACMSC,Covering Immigration and Trans JOUB01H3FLEC01,Fall,2021,Amani,365,365,375,375,385,335,36,295,345,31,21,
ACMSC,Fundamntls of Journal Writing JOUB39H3FLEC01,Fall,2021,Reid,464,482,482,468,477,468,455,3,455,31,22,
ACMSC,Senior Seminar in Journalism JOUD10H3FLEC01,Fall,2021,Reid,463,463,5,463,463,425,475,338,438,15,8,
ACMSC,Concert Choir Ia MUZA62H3FLEC30,Fall,2021,Murray,35,425,475,475,488,45,463,3,45,17,8,
ACMSC,Foundations in Musicianship MUZA80H3FLEC02,Fall,2021,Risk,371,382,429,386,396,374,371,296,393,99,31,
ACMSC,Music and Technology MUZB40H3FLEC01,Fall,2021,Mantie,376,365,424,376,394,359,382,329,388,48,17,
ACMSC,Exploring Community Music MUZC01H3FLEC01,Fall,2021,Risk,363,388,413,388,388,363,325,388,338,16,9,
ACMSC,Movies Music and Meaning MUZC20H3FLEC01,Fall,2021,Stanbridge,443,457,471,414,414,429,343,271,457,14,8,
ACMSC,Jazz Roots and Routes MUZC22H3FLEC01,Fall,2021,Stanbridge,4,433,467,45,45,383,333,3,417,17,7,
ACMSC,Topics in Music and Culture MUZC80H3FLEC01,Fall,2021,Campbell,28,32,36,3,3,26,22,34,24,24,7,
ACMSC,Theory  Practice of New Media NMEC01H3FLEC01,Fall,2021,Visan,388,388,4,413,425,363,4,35,375,32,8,
ACMSC,Introduction to Media Studies MDSA01H3FLEC01,Fall,2021,Kleeb,395,412,411,385,398,37,385,302,376,918,166,
ACMSC,Visual Culture  Communication MDSB62H3FLEC01,Fall,2021,Ly,341,348,381,356,367,315,341,285,341,116,27,
ACMSC,Media Identities and Politics MDSC02H3FLEC01,Fall,2021,Rault,427,44,467,433,433,427,4,293,407,61,15,
ACMSC,Understanding Scandals MDSC35H3FLEC01,Fall,2021,Bai,413,425,438,438,45,413,425,3,413,45,8,
ACMSC,Chinese Media and Politics MDSC40H3FLEC01,Fall,2021,Bai,427,427,436,4,418,391,409,336,4,40,12,
ACMSC,Media  Pop Culture in E Asia MDSC41H3FLEC01,Fall,2021,Phu,433,475,482,467,475,425,442,367,45,34,12,
ACMSC,Diasporic Media MDSC60H3FLEC01,Fall,2021,Peden,35,36,35,32,34,36,36,37,32,30,10,
ACMSC,Media and Technology MDSC64H3FLEC01,Fall,2021,Thung,325,338,313,338,338,313,338,325,3,44,8,
ACMSC,Topics in Media and Arts MDSD01H3FLEC01,Fall,2021,Cowan,443,471,471,443,429,457,457,329,429,30,7,
ACMSC,Introduction to Theatre THRA10H3FLEC01,Fall,2021,Leffler,427,456,464,4,444,436,418,296,433,74,45,
ACMSC,Experiencing the Live Theatre THRB40H3FLEC01,Fall,2021,Matias,44,413,473,413,46,427,413,28,413,24,15,
ACMSC,Stagecraft THRB50H3FLEC30,Fall,2021,Wright,44,46,48,48,46,46,46,3,48,15,5,
ACMSC,Theatre and Social Justice THRC20H3FLEC01,Fall,2021,Leffler,421,414,421,393,4,379,393,35,4,20,14,
ACMSC,Theatre in Education THRC41H3FLEC01,Fall,2021,Freeman,414,414,471,386,414,4,414,286,457,25,7,
ACMSC,Intro to Arts  Media Mgmt VPAA10H3FLEC01,Fall,2021,Luka,358,374,374,355,374,334,345,35,337,214,42,
ACMSC,Marketing in the Arts  Media VPAC17H3FLEC01,Fall,2021,Edworthy,393,403,428,424,428,386,393,259,403,83,29,
ACMSC,Current Art Practices VPHB59H3FLEC01,Fall,2021,Irving,271,257,314,343,329,257,271,329,271,19,7,
ACMSC,Early Mod EuropeOutside Italy VPHB74H3FLEC01,Fall,2021,Webster,413,413,45,363,375,388,4,288,4,16,8,
ACMSC,Local Collections I VPHB78H3FLEC01,Fall,2021,Durayappah,317,333,283,333,317,25,333,283,283,9,6,
ACMSC,Advanced Studies in Art Theory VPHC49H3FLEC01,Fall,2021,Irving,433,422,389,422,389,356,4,389,356,28,9,
ACMSC,The Silk Routes VPHC53H3FLEC01,Fall,2021,Durayappah,329,357,229,343,343,214,243,314,257,25,7,
ACMSC,The Artist Maker Creator VPHC75H3FLEC01,Fall,2021,Webster,343,371,457,386,371,343,357,357,343,22,7,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC02,Fall,2021,Kwan,36,36,4,36,38,36,38,36,36,18,5,
